ID,ID_episode,X,Y,VelX,VelY,Angle,AngularVel,ActionID,ResX,ResY,ResVelX,ResVelY,ResAngle,ResAngularVel,TotalReward
2515,27,0.23,0.78,0.82,-0.99,-0.81,-0.57,2,0.24,0.76,0.87,-0.99,-0.84,-0.57,-370.70839641488766
2516,27,0.24,0.76,0.87,-0.99,-0.84,-0.57,3,0.25,0.74,0.88,-1.02,-0.87,-0.61,-370.70839641488766
2517,27,0.25,0.74,0.88,-1.02,-0.87,-0.61,3,0.26,0.71,0.89,-1.06,-0.9,-0.66,-370.70839641488766
2518,27,0.26,0.71,0.89,-1.06,-0.9,-0.66,3,0.27,0.69,0.89,-1.09,-0.94,-0.7,-370.70839641488766
2519,27,0.27,0.69,0.89,-1.09,-0.94,-0.7,2,0.28,0.67,0.97,-1.08,-0.97,-0.7,-370.70839641488766
2520,27,0.28,0.67,0.97,-1.08,-0.97,-0.7,0,0.29,0.64,0.97,-1.1,-1.01,-0.7,-370.70839641488766
2521,27,0.29,0.64,0.97,-1.1,-1.01,-0.7,2,0.3,0.62,1.05,-1.09,-1.04,-0.7,-370.70839641488766
2522,27,0.3,0.62,1.05,-1.09,-1.04,-0.7,0,0.31,0.59,1.05,-1.12,-1.08,-0.7,-370.70839641488766
2523,27,0.31,0.59,1.05,-1.12,-1.08,-0.7,2,0.32,0.57,1.1,-1.13,-1.11,-0.7,-370.70839641488766
2524,27,0.32,0.57,1.1,-1.13,-1.11,-0.7,3,0.33,0.54,1.1,-1.16,-1.15,-0.74,-370.70839641488766
2525,27,0.33,0.54,1.1,-1.16,-1.15,-0.74,1,0.34,0.52,1.1,-1.18,-1.18,-0.69,-370.70839641488766
2526,27,0.34,0.52,1.1,-1.18,-1.18,-0.69,3,0.35,0.49,1.1,-1.22,-1.22,-0.74,-370.70839641488766
2527,27,0.35,0.49,1.1,-1.22,-1.22,-0.74,3,0.36,0.46,1.11,-1.25,-1.26,-0.78,-370.70839641488766
2528,27,0.36,0.46,1.11,-1.25,-1.26,-0.78,0,0.37,0.43,1.11,-1.28,-1.3,-0.78,-370.70839641488766
2529,27,0.37,0.43,1.11,-1.28,-1.3,-0.78,3,0.39,0.41,1.11,-1.31,-1.34,-0.84,-370.70839641488766
2530,27,0.39,0.41,1.11,-1.31,-1.34,-0.84,0,0.4,0.38,1.11,-1.34,-1.38,-0.84,-370.70839641488766
2531,27,0.4,0.38,1.11,-1.34,-1.38,-0.84,2,0.41,0.35,1.2,-1.34,-1.42,-0.86,-370.70839641488766
2532,27,0.41,0.35,1.2,-1.34,-1.42,-0.86,3,0.42,0.32,1.2,-1.37,-1.47,-0.92,-370.70839641488766
2533,27,0.42,0.32,1.2,-1.37,-1.47,-0.92,3,0.43,0.29,1.2,-1.41,-1.52,-0.98,-370.70839641488766
2534,27,0.43,0.29,1.2,-1.41,-1.52,-0.98,2,0.44,0.25,1.26,-1.43,-1.57,-0.98,-370.70839641488766
2535,27,0.44,0.25,1.26,-1.43,-1.57,-0.98,0,0.46,0.22,1.26,-1.46,-1.62,-0.98,-370.70839641488766
2536,27,0.46,0.22,1.26,-1.46,-1.62,-0.98,0,0.47,0.19,1.26,-1.49,-1.67,-0.98,-370.70839641488766
2537,27,0.47,0.19,1.26,-1.49,-1.67,-0.98,3,0.48,0.16,1.26,-1.52,-1.72,-1.03,-370.70839641488766
2538,27,0.48,0.16,1.26,-1.52,-1.72,-1.03,2,0.5,0.12,1.36,-1.56,-1.77,-1.02,-370.70839641488766
2539,27,0.5,0.12,1.36,-1.56,-1.77,-1.02,2,0.51,0.09,1.4,-1.59,-1.82,-1.03,-370.70839641488766
2540,27,0.51,0.09,1.4,-1.59,-1.82,-1.03,1,0.52,0.07,0.51,-0.04,-1.76,2.25,-370.70839641488766
2541,28,-0.01,1.42,-0.53,0.28,0.01,0.12,0,-0.01,1.42,-0.53,0.25,0.01,0.12,-271.7629538819268
2542,28,-0.01,1.42,-0.53,0.25,0.01,0.12,2,-0.02,1.43,-0.53,0.27,0.02,0.12,-271.7629538819268
2543,28,-0.02,1.43,-0.53,0.27,0.02,0.12,0,-0.02,1.43,-0.53,0.24,0.02,0.12,-271.7629538819268
2544,28,-0.02,1.43,-0.53,0.24,0.02,0.12,3,-0.03,1.44,-0.52,0.22,0.03,0.08,-271.7629538819268
2545,28,-0.03,1.44,-0.52,0.22,0.03,0.08,3,-0.03,1.44,-0.52,0.19,0.03,0.05,-271.7629538819268
2546,28,-0.03,1.44,-0.52,0.19,0.03,0.05,0,-0.04,1.45,-0.52,0.17,0.03,0.05,-271.7629538819268
2547,28,-0.04,1.45,-0.52,0.17,0.03,0.05,3,-0.04,1.45,-0.51,0.14,0.03,0.02,-271.7629538819268
2548,28,-0.04,1.45,-0.51,0.14,0.03,0.02,1,-0.05,1.45,-0.52,0.11,0.04,0.05,-271.7629538819268
2549,28,-0.05,1.45,-0.52,0.11,0.04,0.05,1,-0.05,1.46,-0.53,0.09,0.04,0.1,-271.7629538819268
2550,28,-0.05,1.46,-0.53,0.09,0.04,0.1,2,-0.06,1.46,-0.53,0.12,0.05,0.1,-271.7629538819268
2551,28,-0.06,1.46,-0.53,0.12,0.05,0.1,1,-0.06,1.46,-0.53,0.09,0.05,0.13,-271.7629538819268
2552,28,-0.06,1.46,-0.53,0.09,0.05,0.13,1,-0.07,1.46,-0.55,0.06,0.06,0.18,-271.7629538819268
2553,28,-0.07,1.46,-0.55,0.06,0.06,0.18,2,-0.07,1.46,-0.56,0.07,0.07,0.17,-271.7629538819268
2554,28,-0.07,1.46,-0.56,0.07,0.07,0.17,3,-0.08,1.46,-0.55,0.04,0.08,0.13,-271.7629538819268
2555,28,-0.08,1.46,-0.55,0.04,0.08,0.13,3,-0.08,1.46,-0.54,0.02,0.08,0.08,-271.7629538819268
2556,28,-0.08,1.46,-0.54,0.02,0.08,0.08,1,-0.09,1.46,-0.55,-0.01,0.09,0.12,-271.7629538819268
2557,28,-0.09,1.46,-0.55,-0.01,0.09,0.12,3,-0.1,1.46,-0.54,-0.04,0.09,0.08,-271.7629538819268
2558,28,-0.1,1.46,-0.54,-0.04,0.09,0.08,3,-0.1,1.46,-0.53,-0.06,0.09,0.04,-271.7629538819268
2559,28,-0.1,1.46,-0.53,-0.06,0.09,0.04,2,-0.11,1.46,-0.53,-0.05,0.09,0.05,-271.7629538819268
2560,28,-0.11,1.46,-0.53,-0.05,0.09,0.05,1,-0.11,1.46,-0.53,-0.08,0.1,0.08,-271.7629538819268
2561,28,-0.11,1.46,-0.53,-0.08,0.1,0.08,0,-0.12,1.46,-0.53,-0.1,0.1,0.08,-271.7629538819268
2562,28,-0.12,1.46,-0.53,-0.1,0.1,0.08,2,-0.12,1.45,-0.54,-0.07,0.11,0.09,-271.7629538819268
2563,28,-0.12,1.45,-0.54,-0.07,0.11,0.09,1,-0.13,1.45,-0.55,-0.1,0.11,0.13,-271.7629538819268
2564,28,-0.13,1.45,-0.55,-0.1,0.11,0.13,2,-0.13,1.45,-0.55,-0.1,0.12,0.13,-271.7629538819268
2565,28,-0.13,1.45,-0.55,-0.1,0.12,0.13,1,-0.14,1.45,-0.56,-0.12,0.13,0.18,-271.7629538819268
2566,28,-0.14,1.45,-0.56,-0.12,0.13,0.18,0,-0.14,1.44,-0.56,-0.15,0.14,0.18,-271.7629538819268
2567,28,-0.14,1.44,-0.56,-0.15,0.14,0.18,2,-0.15,1.44,-0.57,-0.14,0.15,0.18,-271.7629538819268
2568,28,-0.15,1.44,-0.57,-0.14,0.15,0.18,0,-0.15,1.44,-0.57,-0.17,0.16,0.18,-271.7629538819268
2569,28,-0.15,1.44,-0.57,-0.17,0.16,0.18,0,-0.16,1.43,-0.57,-0.19,0.17,0.18,-271.7629538819268
2570,28,-0.16,1.43,-0.57,-0.19,0.17,0.18,1,-0.17,1.43,-0.58,-0.22,0.18,0.22,-271.7629538819268
2571,28,-0.17,1.43,-0.58,-0.22,0.18,0.22,0,-0.17,1.42,-0.58,-0.25,0.19,0.22,-271.7629538819268
2572,28,-0.17,1.42,-0.58,-0.25,0.19,0.22,3,-0.18,1.42,-0.57,-0.27,0.2,0.18,-271.7629538819268
2573,28,-0.18,1.42,-0.57,-0.27,0.2,0.18,0,-0.18,1.41,-0.57,-0.3,0.21,0.18,-271.7629538819268
2574,28,-0.18,1.41,-0.57,-0.3,0.21,0.18,2,-0.19,1.4,-0.58,-0.27,0.22,0.18,-271.7629538819268
2575,28,-0.19,1.4,-0.58,-0.27,0.22,0.18,0,-0.19,1.4,-0.58,-0.3,0.22,0.18,-271.7629538819268
2576,28,-0.19,1.4,-0.58,-0.3,0.22,0.18,2,-0.2,1.39,-0.6,-0.3,0.23,0.17,-271.7629538819268
2577,28,-0.2,1.39,-0.6,-0.3,0.23,0.17,1,-0.21,1.38,-0.61,-0.33,0.24,0.21,-271.7629538819268
2578,28,-0.21,1.38,-0.61,-0.33,0.24,0.21,1,-0.21,1.37,-0.62,-0.36,0.25,0.24,-271.7629538819268
2579,28,-0.21,1.37,-0.62,-0.36,0.25,0.24,2,-0.22,1.37,-0.64,-0.35,0.27,0.24,-271.7629538819268
2580,28,-0.22,1.37,-0.64,-0.35,0.27,0.24,3,-0.22,1.36,-0.63,-0.37,0.28,0.2,-271.7629538819268
2581,28,-0.22,1.36,-0.63,-0.37,0.28,0.2,2,-0.23,1.35,-0.67,-0.34,0.29,0.18,-271.7629538819268
2582,28,-0.23,1.35,-0.67,-0.34,0.29,0.18,0,-0.24,1.34,-0.67,-0.37,0.29,0.18,-271.7629538819268
2583,28,-0.24,1.34,-0.67,-0.37,0.29,0.18,0,-0.24,1.33,-0.67,-0.39,0.3,0.18,-271.7629538819268
2584,28,-0.24,1.33,-0.67,-0.39,0.3,0.18,3,-0.25,1.32,-0.66,-0.42,0.31,0.13,-271.7629538819268
2585,28,-0.25,1.32,-0.66,-0.42,0.31,0.13,3,-0.26,1.31,-0.65,-0.44,0.32,0.1,-271.7629538819268
2586,28,-0.26,1.31,-0.65,-0.44,0.32,0.1,1,-0.26,1.3,-0.66,-0.47,0.32,0.14,-271.7629538819268
2587,28,-0.26,1.3,-0.66,-0.47,0.32,0.14,2,-0.27,1.29,-0.67,-0.45,0.33,0.15,-271.7629538819268
2588,28,-0.27,1.29,-0.67,-0.45,0.33,0.15,1,-0.28,1.28,-0.68,-0.48,0.34,0.18,-271.7629538819268
2589,28,-0.28,1.28,-0.68,-0.48,0.34,0.18,0,-0.28,1.27,-0.68,-0.51,0.35,0.18,-271.7629538819268
2590,28,-0.28,1.27,-0.68,-0.51,0.35,0.18,2,-0.29,1.26,-0.71,-0.5,0.36,0.18,-271.7629538819268
2591,28,-0.29,1.26,-0.71,-0.5,0.36,0.18,3,-0.3,1.25,-0.69,-0.52,0.36,0.13,-271.7629538819268
2592,28,-0.3,1.25,-0.69,-0.52,0.36,0.13,1,-0.3,1.24,-0.7,-0.55,0.37,0.18,-271.7629538819268
2593,28,-0.3,1.24,-0.7,-0.55,0.37,0.18,3,-0.31,1.22,-0.69,-0.58,0.38,0.13,-271.7629538819268
2594,28,-0.31,1.22,-0.69,-0.58,0.38,0.13,1,-0.32,1.21,-0.7,-0.61,0.39,0.16,-271.7629538819268
2595,28,-0.32,1.21,-0.7,-0.61,0.39,0.16,0,-0.33,1.2,-0.7,-0.63,0.4,0.16,-271.7629538819268
2596,28,-0.33,1.2,-0.7,-0.63,0.4,0.16,2,-0.33,1.18,-0.73,-0.62,0.4,0.16,-271.7629538819268
2597,28,-0.33,1.18,-0.73,-0.62,0.4,0.16,2,-0.34,1.17,-0.77,-0.6,0.41,0.15,-271.7629538819268
2598,28,-0.34,1.17,-0.77,-0.6,0.41,0.15,1,-0.35,1.15,-0.78,-0.63,0.42,0.19,-271.7629538819268
2599,28,-0.35,1.15,-0.78,-0.63,0.42,0.19,2,-0.36,1.14,-0.81,-0.61,0.43,0.19,-271.7629538819268
2600,28,-0.36,1.14,-0.81,-0.61,0.43,0.19,3,-0.36,1.13,-0.8,-0.64,0.44,0.15,-271.7629538819268
2601,28,-0.36,1.13,-0.8,-0.64,0.44,0.15,2,-0.37,1.11,-0.82,-0.6,0.45,0.16,-271.7629538819268
2602,28,-0.37,1.11,-0.82,-0.6,0.45,0.16,3,-0.38,1.1,-0.81,-0.63,0.45,0.12,-271.7629538819268
2603,28,-0.38,1.1,-0.81,-0.63,0.45,0.12,2,-0.39,1.08,-0.83,-0.61,0.46,0.13,-271.7629538819268
2604,28,-0.39,1.08,-0.83,-0.61,0.46,0.13,2,-0.4,1.07,-0.86,-0.59,0.47,0.14,-271.7629538819268
2605,28,-0.4,1.07,-0.86,-0.59,0.47,0.14,3,-0.41,1.06,-0.85,-0.62,0.47,0.1,-271.7629538819268
2606,28,-0.41,1.06,-0.85,-0.62,0.47,0.1,0,-0.41,1.04,-0.85,-0.64,0.48,0.1,-271.7629538819268
2607,28,-0.41,1.04,-0.85,-0.64,0.48,0.1,1,-0.42,1.03,-0.85,-0.67,0.48,0.14,-271.7629538819268
2608,28,-0.42,1.03,-0.85,-0.67,0.48,0.14,3,-0.43,1.01,-0.85,-0.7,0.49,0.11,-271.7629538819268
2609,28,-0.43,1.01,-0.85,-0.7,0.49,0.11,2,-0.44,1.0,-0.87,-0.69,0.49,0.11,-271.7629538819268
2610,28,-0.44,1.0,-0.87,-0.69,0.49,0.11,3,-0.45,0.98,-0.87,-0.71,0.5,0.07,-271.7629538819268
2611,28,-0.45,0.98,-0.87,-0.71,0.5,0.07,3,-0.46,0.96,-0.86,-0.74,0.5,0.04,-271.7629538819268
2612,28,-0.46,0.96,-0.86,-0.74,0.5,0.04,0,-0.47,0.95,-0.86,-0.76,0.5,0.04,-271.7629538819268
2613,28,-0.47,0.95,-0.86,-0.76,0.5,0.04,0,-0.47,0.93,-0.86,-0.79,0.5,0.04,-271.7629538819268
2614,28,-0.47,0.93,-0.86,-0.79,0.5,0.04,0,-0.48,0.91,-0.86,-0.82,0.5,0.04,-271.7629538819268
2615,28,-0.48,0.91,-0.86,-0.82,0.5,0.04,0,-0.49,0.89,-0.86,-0.84,0.51,0.04,-271.7629538819268
2616,28,-0.49,0.89,-0.86,-0.84,0.51,0.04,3,-0.5,0.87,-0.85,-0.87,0.51,-0.0,-271.7629538819268
2617,28,-0.5,0.87,-0.85,-0.87,0.51,-0.0,0,-0.51,0.85,-0.85,-0.89,0.51,-0.0,-271.7629538819268
2618,28,-0.51,0.85,-0.85,-0.89,0.51,-0.0,1,-0.52,0.83,-0.86,-0.92,0.51,0.04,-271.7629538819268
2619,28,-0.52,0.83,-0.86,-0.92,0.51,0.04,1,-0.53,0.81,-0.87,-0.95,0.51,0.08,-271.7629538819268
2620,28,-0.53,0.81,-0.87,-0.95,0.51,0.08,2,-0.53,0.79,-0.91,-0.93,0.52,0.09,-271.7629538819268
2621,28,-0.53,0.79,-0.91,-0.93,0.52,0.09,1,-0.54,0.77,-0.92,-0.96,0.52,0.14,-271.7629538819268
2622,28,-0.54,0.77,-0.92,-0.96,0.52,0.14,1,-0.55,0.75,-0.93,-0.99,0.53,0.18,-271.7629538819268
2623,28,-0.55,0.75,-0.93,-0.99,0.53,0.18,0,-0.56,0.72,-0.93,-1.01,0.54,0.18,-271.7629538819268
2624,28,-0.56,0.72,-0.93,-1.01,0.54,0.18,2,-0.57,0.7,-0.98,-1.0,0.55,0.17,-271.7629538819268
2625,28,-0.57,0.7,-0.98,-1.0,0.55,0.17,0,-0.58,0.68,-0.98,-1.02,0.56,0.17,-271.7629538819268
2626,28,-0.58,0.68,-0.98,-1.02,0.56,0.17,1,-0.59,0.65,-0.99,-1.05,0.57,0.2,-271.7629538819268
2627,28,-0.59,0.65,-0.99,-1.05,0.57,0.2,2,-0.6,0.63,-1.05,-1.03,0.58,0.19,-271.7629538819268
2628,28,-0.6,0.63,-1.05,-1.03,0.58,0.19,2,-0.61,0.61,-1.1,-1.01,0.59,0.19,-271.7629538819268
2629,28,-0.61,0.61,-1.1,-1.01,0.59,0.19,3,-0.62,0.59,-1.09,-1.03,0.59,0.15,-271.7629538819268
2630,28,-0.62,0.59,-1.09,-1.03,0.59,0.15,1,-0.63,0.56,-1.1,-1.06,0.6,0.2,-271.7629538819268
2631,28,-0.63,0.56,-1.1,-1.06,0.6,0.2,2,-0.65,0.54,-1.13,-1.06,0.61,0.2,-271.7629538819268
2632,28,-0.65,0.54,-1.13,-1.06,0.61,0.2,0,-0.66,0.51,-1.13,-1.09,0.62,0.2,-271.7629538819268
2633,28,-0.66,0.51,-1.13,-1.09,0.62,0.2,0,-0.67,0.49,-1.13,-1.12,0.63,0.2,-271.7629538819268
2634,28,-0.67,0.49,-1.13,-1.12,0.63,0.2,0,-0.68,0.46,-1.13,-1.14,0.64,0.2,-271.7629538819268
2635,28,-0.68,0.46,-1.13,-1.14,0.64,0.2,3,-0.69,0.44,-1.12,-1.17,0.65,0.16,-271.7629538819268
2636,28,-0.69,0.44,-1.12,-1.17,0.65,0.16,2,-0.7,0.41,-1.17,-1.14,0.66,0.17,-271.7629538819268
2637,28,-0.7,0.41,-1.17,-1.14,0.66,0.17,2,-0.71,0.38,-1.22,-1.14,0.67,0.16,-271.7629538819268
2638,28,-0.71,0.38,-1.22,-1.14,0.67,0.16,2,-0.73,0.36,-1.28,-1.12,0.68,0.14,-271.7629538819268
2639,28,-0.73,0.36,-1.28,-1.12,0.68,0.14,3,-0.74,0.33,-1.28,-1.15,0.68,0.1,-271.7629538819268
2640,28,-0.74,0.33,-1.28,-1.15,0.68,0.1,2,-0.75,0.31,-1.31,-1.13,0.69,0.11,-271.7629538819268
2641,28,-0.75,0.31,-1.31,-1.13,0.69,0.11,1,-0.77,0.28,-1.32,-1.16,0.69,0.15,-271.7629538819268
2642,28,-0.77,0.28,-1.32,-1.16,0.69,0.15,3,-0.78,0.26,-1.31,-1.18,0.7,0.1,-271.7629538819268
2643,28,-0.78,0.26,-1.31,-1.18,0.7,0.1,1,-0.79,0.23,-1.32,-1.21,0.71,0.14,-271.7629538819268
2644,28,-0.79,0.23,-1.32,-1.21,0.71,0.14,3,-0.8,0.2,-1.31,-1.23,0.71,0.09,-271.7629538819268
2645,28,-0.8,0.2,-1.31,-1.23,0.71,0.09,0,-0.82,0.17,-1.31,-1.26,0.71,0.09,-271.7629538819268
2646,28,-0.82,0.17,-1.31,-1.26,0.71,0.09,2,-0.83,0.14,-1.35,-1.26,0.72,0.08,-271.7629538819268
2647,28,-0.83,0.14,-1.35,-1.26,0.72,0.08,2,-0.85,0.12,-1.4,-1.25,0.72,0.09,-271.7629538819268
2648,28,-0.85,0.12,-1.4,-1.25,0.72,0.09,0,-0.86,0.09,-1.4,-1.28,0.73,0.09,-271.7629538819268
2649,28,-0.86,0.09,-1.4,-1.28,0.73,0.09,0,-0.87,0.06,-1.4,-1.31,0.73,0.09,-271.7629538819268
2650,28,-0.87,0.06,-1.4,-1.31,0.73,0.09,0,-0.89,0.03,-1.4,-1.33,0.74,0.09,-271.7629538819268
2651,28,-0.89,0.03,-1.4,-1.33,0.74,0.09,1,-0.9,-0.0,-1.4,-1.36,0.74,0.13,-271.7629538819268
2652,28,-0.9,-0.0,-1.4,-1.36,0.74,0.13,3,-0.91,-0.03,-1.4,-1.39,0.75,0.09,-271.7629538819268
2653,28,-0.91,-0.03,-1.4,-1.39,0.75,0.09,2,-0.93,-0.06,-1.46,-1.38,0.75,0.08,-271.7629538819268
2654,28,-0.93,-0.06,-1.46,-1.38,0.75,0.08,3,-0.94,-0.1,-1.45,-1.4,0.75,0.03,-271.7629538819268
2655,28,-0.94,-0.1,-1.45,-1.4,0.75,0.03,3,-0.96,-0.13,-1.44,-1.42,0.75,-0.02,-271.7629538819268
2656,28,-0.96,-0.13,-1.44,-1.42,0.75,-0.02,1,-0.97,-0.14,-1.09,-0.57,0.96,3.8,-271.7629538819268
2657,28,-0.97,-0.14,-1.09,-0.57,0.96,3.8,3,-0.98,-0.15,-1.08,-0.59,1.15,3.75,-271.7629538819268
2658,28,-0.98,-0.15,-1.08,-0.59,1.15,3.75,0,-0.99,-0.16,-1.08,-0.62,1.34,3.75,-271.7629538819268
2659,28,-0.99,-0.16,-1.08,-0.62,1.34,3.75,3,-1.0,-0.17,-1.03,-0.54,1.56,4.31,-271.7629538819268
2660,28,-1.0,-0.17,-1.03,-0.54,1.56,4.31,3,-1.01,-0.18,-1.01,-0.54,1.78,4.39,-271.7629538819268
2661,29,0.01,1.4,0.79,-0.36,-0.01,-0.18,1,0.02,1.39,0.77,-0.38,-0.02,-0.13,-223.35811003892712
2662,29,0.02,1.39,0.77,-0.38,-0.02,-0.13,2,0.02,1.39,0.78,-0.36,-0.02,-0.13,-223.35811003892712
2663,29,0.02,1.39,0.78,-0.36,-0.02,-0.13,2,0.03,1.38,0.79,-0.34,-0.03,-0.11,-223.35811003892712
2664,29,0.03,1.38,0.79,-0.34,-0.03,-0.11,0,0.04,1.37,0.79,-0.37,-0.03,-0.11,-223.35811003892712
2665,29,0.04,1.37,0.79,-0.37,-0.03,-0.11,0,0.05,1.36,0.79,-0.39,-0.04,-0.11,-223.35811003892712
2666,29,0.05,1.36,0.79,-0.39,-0.04,-0.11,1,0.05,1.35,0.79,-0.42,-0.04,-0.08,-223.35811003892712
2667,29,0.05,1.35,0.79,-0.42,-0.04,-0.08,3,0.06,1.34,0.79,-0.45,-0.05,-0.11,-223.35811003892712
2668,29,0.06,1.34,0.79,-0.45,-0.05,-0.11,0,0.07,1.33,0.79,-0.47,-0.05,-0.11,-223.35811003892712
2669,29,0.07,1.33,0.79,-0.47,-0.05,-0.11,2,0.08,1.32,0.81,-0.43,-0.06,-0.1,-223.35811003892712
2670,29,0.08,1.32,0.81,-0.43,-0.06,-0.1,1,0.09,1.31,0.8,-0.46,-0.06,-0.07,-223.35811003892712
2671,29,0.09,1.31,0.8,-0.46,-0.06,-0.07,1,0.09,1.3,0.79,-0.48,-0.06,-0.04,-223.35811003892712
2672,29,0.09,1.3,0.79,-0.48,-0.06,-0.04,3,0.1,1.29,0.8,-0.51,-0.07,-0.08,-223.35811003892712
2673,29,0.1,1.29,0.8,-0.51,-0.07,-0.08,3,0.11,1.28,0.81,-0.54,-0.07,-0.12,-223.35811003892712
2674,29,0.11,1.28,0.81,-0.54,-0.07,-0.12,3,0.12,1.26,0.83,-0.56,-0.08,-0.17,-223.35811003892712
2675,29,0.12,1.26,0.83,-0.56,-0.08,-0.17,1,0.13,1.25,0.82,-0.59,-0.09,-0.14,-223.35811003892712
2676,29,0.13,1.25,0.82,-0.59,-0.09,-0.14,3,0.13,1.24,0.83,-0.62,-0.1,-0.17,-223.35811003892712
2677,29,0.13,1.24,0.83,-0.62,-0.1,-0.17,2,0.14,1.22,0.83,-0.6,-0.11,-0.18,-223.35811003892712
2678,29,0.14,1.22,0.83,-0.6,-0.11,-0.18,3,0.15,1.21,0.84,-0.62,-0.12,-0.22,-223.35811003892712
2679,29,0.15,1.21,0.84,-0.62,-0.12,-0.22,1,0.16,1.2,0.83,-0.65,-0.13,-0.19,-223.35811003892712
2680,29,0.16,1.2,0.83,-0.65,-0.13,-0.19,2,0.17,1.18,0.83,-0.64,-0.14,-0.19,-223.35811003892712
2681,29,0.17,1.18,0.83,-0.64,-0.14,-0.19,3,0.18,1.17,0.84,-0.67,-0.15,-0.23,-223.35811003892712
2682,29,0.18,1.17,0.84,-0.67,-0.15,-0.23,0,0.18,1.15,0.84,-0.7,-0.16,-0.23,-223.35811003892712
2683,29,0.18,1.15,0.84,-0.7,-0.16,-0.23,3,0.19,1.13,0.85,-0.72,-0.18,-0.28,-223.35811003892712
2684,29,0.19,1.13,0.85,-0.72,-0.18,-0.28,0,0.2,1.12,0.85,-0.75,-0.19,-0.28,-223.35811003892712
2685,29,0.2,1.12,0.85,-0.75,-0.19,-0.28,3,0.21,1.1,0.86,-0.78,-0.21,-0.32,-223.35811003892712
2686,29,0.21,1.1,0.86,-0.78,-0.21,-0.32,1,0.22,1.08,0.85,-0.8,-0.22,-0.26,-223.35811003892712
2687,29,0.22,1.08,0.85,-0.8,-0.22,-0.26,3,0.23,1.06,0.86,-0.83,-0.23,-0.31,-223.35811003892712
2688,29,0.23,1.06,0.86,-0.83,-0.23,-0.31,3,0.23,1.04,0.87,-0.86,-0.25,-0.34,-223.35811003892712
2689,29,0.23,1.04,0.87,-0.86,-0.25,-0.34,0,0.24,1.02,0.87,-0.89,-0.27,-0.34,-223.35811003892712
2690,29,0.24,1.02,0.87,-0.89,-0.27,-0.34,3,0.25,1.0,0.88,-0.92,-0.29,-0.39,-223.35811003892712
2691,29,0.25,1.0,0.88,-0.92,-0.29,-0.39,2,0.26,0.98,0.89,-0.9,-0.31,-0.39,-223.35811003892712
2692,29,0.26,0.98,0.89,-0.9,-0.31,-0.39,1,0.27,0.96,0.88,-0.93,-0.32,-0.34,-223.35811003892712
2693,29,0.27,0.96,0.88,-0.93,-0.32,-0.34,3,0.28,0.94,0.89,-0.96,-0.34,-0.38,-223.35811003892712
2694,29,0.28,0.94,0.89,-0.96,-0.34,-0.38,3,0.29,0.92,0.9,-0.99,-0.36,-0.43,-223.35811003892712
2695,29,0.29,0.92,0.9,-0.99,-0.36,-0.43,2,0.3,0.9,0.94,-0.98,-0.39,-0.42,-223.35811003892712
2696,29,0.3,0.9,0.94,-0.98,-0.39,-0.42,2,0.31,0.88,0.97,-0.95,-0.41,-0.42,-223.35811003892712
2697,29,0.31,0.88,0.97,-0.95,-0.41,-0.42,3,0.32,0.85,0.98,-0.98,-0.43,-0.47,-223.35811003892712
2698,29,0.32,0.85,0.98,-0.98,-0.43,-0.47,0,0.33,0.83,0.98,-1.0,-0.45,-0.47,-223.35811003892712
2699,29,0.33,0.83,0.98,-1.0,-0.45,-0.47,3,0.33,0.81,0.99,-1.03,-0.48,-0.52,-223.35811003892712
2700,29,0.33,0.81,0.99,-1.03,-0.48,-0.52,3,0.34,0.78,1.0,-1.06,-0.51,-0.57,-223.35811003892712
2701,29,0.34,0.78,1.0,-1.06,-0.51,-0.57,0,0.35,0.76,1.0,-1.09,-0.54,-0.57,-223.35811003892712
2702,29,0.35,0.76,1.0,-1.09,-0.54,-0.57,0,0.36,0.74,1.0,-1.12,-0.56,-0.57,-223.35811003892712
2703,29,0.36,0.74,1.0,-1.12,-0.56,-0.57,2,0.37,0.71,1.05,-1.08,-0.59,-0.58,-223.35811003892712
2704,29,0.37,0.71,1.05,-1.08,-0.59,-0.58,1,0.38,0.69,1.04,-1.1,-0.62,-0.53,-223.35811003892712
2705,29,0.38,0.69,1.04,-1.1,-0.62,-0.53,0,0.39,0.66,1.04,-1.13,-0.65,-0.53,-223.35811003892712
2706,29,0.39,0.66,1.04,-1.13,-0.65,-0.53,0,0.4,0.64,1.04,-1.16,-0.67,-0.53,-223.35811003892712
2707,29,0.4,0.64,1.04,-1.16,-0.67,-0.53,1,0.41,0.61,1.03,-1.18,-0.7,-0.48,-223.35811003892712
2708,29,0.41,0.61,1.03,-1.18,-0.7,-0.48,3,0.43,0.58,1.04,-1.21,-0.72,-0.53,-223.35811003892712
2709,29,0.43,0.58,1.04,-1.21,-0.72,-0.53,2,0.44,0.56,1.09,-1.21,-0.75,-0.52,-223.35811003892712
2710,29,0.44,0.56,1.09,-1.21,-0.75,-0.52,3,0.45,0.53,1.1,-1.24,-0.78,-0.57,-223.35811003892712
2711,29,0.45,0.53,1.1,-1.24,-0.78,-0.57,0,0.46,0.5,1.1,-1.27,-0.81,-0.57,-223.35811003892712
2712,29,0.46,0.5,1.1,-1.27,-0.81,-0.57,0,0.47,0.47,1.1,-1.29,-0.83,-0.57,-223.35811003892712
2713,29,0.47,0.47,1.1,-1.29,-0.83,-0.57,0,0.48,0.44,1.1,-1.32,-0.86,-0.57,-223.35811003892712
